day_of_year,hour_of_day,time_in_secs
09-22-18,13,2627
09-22-18,14,2805
09-22-18,15,2003
09-22-18,16,2689
09-22-18,17,2876
09-22-18,18,2800
09-22-18,19,2501
09-22-18,20,2051
09-22-18,21,2501
09-22-18,22,2527
09-22-18,23,2511
09-23-18,0,2874
09-23-18,1,2329
09-23-18,2,2275
09-23-18,3,2678
09-23-18,4,2896
09-23-18,5,2107
09-23-18,6,3084
09-23-18,7,3501
09-23-18,8,2519
09-23-18,9,2495
09-23-18,10,2843
09-23-18,11,2154
09-23-18,12,2445
09-23-18,13,2045
09-23-18,14,2046
09-23-18,15,2672
09-23-18,16,2340
09-23-18,17,2554
09-23-18,18,2081
09-23-18,19,2933
09-23-18,20,2226
09-23-18,21,2548
09-23-18,22,2104
09-23-18,23,2414
09-24-18,0,2228
09-24-18,1,1977
09-24-18,2,1860
09-24-18,3,2709
09-24-18,4,2218
09-24-18,5,2264
09-24-18,6,2581
09-24-18,7,2629
09-24-18,8,2550
09-24-18,9,2390
09-24-18,10,2893
09-24-18,11,2023
09-24-18,12,1936
09-24-18,13,2178
09-24-18,14,2618
09-24-18,15,2507
09-24-18,16,2272
09-24-18,17,3077
09-24-18,18,2594
09-24-18,19,2232
09-24-18,20,2290
09-24-18,21,1912
09-24-18,22,2392
09-24-18,23,2084
09-25-18,0,2716
09-25-18,1,2890
09-25-18,2,2150
09-25-18,3,2666
09-25-18,4,2540
09-25-18,5,2537
09-25-18,6,2851
09-25-18,7,2972
09-25-18,8,3614
09-25-18,9,2461
09-25-18,10,2202
09-25-18,11,2487
09-25-18,12,2035
09-25-18,13,2148
09-25-18,14,2272
09-25-18,15,2304
09-25-18,16,2698
09-25-18,17,2172
09-25-18,18,2746
09-25-18,19,2121
09-25-18,20,2668
09-25-18,21,2048
09-25-18,22,2020
09-25-18,23,2867
09-26-18,0,2304
09-26-18,1,2372
09-26-18,2,1871
09-26-18,3,2346
09-26-18,4,2393
09-26-18,5,2992
09-26-18,6,2998
09-26-18,7,3883
09-26-18,8,3597
09-26-18,9,2162
09-26-18,10,2186
09-26-18,11,2770
09-26-18,12,2605
09-26-18,13,2123
09-26-18,14,2515
09-26-18,15,2631
09-26-18,16,2036
09-26-18,17,2989
09-26-18,18,2647
09-26-18,19,2083
09-26-18,20,2036
09-26-18,21,2249
09-26-18,22,2234
09-26-18,23,2098
09-27-18,0,2591
09-27-18,1,2454
09-27-18,2,2347
09-27-18,3,1937
09-27-18,4,2562
09-27-18,5,2157
09-27-18,6,3104
09-27-18,7,2721
09-27-18,8,3506
09-27-18,9,2244
09-27-18,10,2065
09-27-18,11,2061
09-27-18,12,2793
09-27-18,13,2773
09-27-18,14,2137
09-27-18,15,2183
09-27-18,16,2528
09-27-18,17,2603
09-27-18,18,2996
09-27-18,19,2345
09-27-18,20,2426
09-27-18,21,2720
09-27-18,22,2607
09-27-18,23,2811
09-28-18,0,2233
09-28-18,1,2801
09-28-18,2,2453
09-28-18,3,2211
09-28-18,4,1985
09-28-18,5,2384
09-28-18,6,2218
09-28-18,7,3576
09-28-18,8,2541
09-28-18,9,2168
09-28-18,10,2126
09-28-18,11,2021
09-28-18,12,2224
09-28-18,13,2008
09-28-18,14,2086
09-28-18,15,2787
09-28-18,16,2808
09-28-18,17,2481
09-28-18,18,2809
09-28-18,19,2975
09-28-18,20,2772
09-28-18,21,2212
09-28-18,22,2198
09-28-18,23,2765
09-29-18,0,2227
09-29-18,1,2505
09-29-18,2,1900
09-29-18,3,2575
09-29-18,4,2294
09-29-18,5,2660
09-29-18,6,2140
09-29-18,7,2825
09-29-18,8,3024
09-29-18,9,2718
09-29-18,10,2713
09-29-18,11,2210
09-29-18,12,2415
09-29-18,13,2818
09-29-18,14,2371
09-29-18,15,2609
09-29-18,16,2111
09-29-18,17,3001
09-29-18,18,2942
09-29-18,19,2690
09-29-18,20,2205
09-29-18,21,1876
09-29-18,22,1936
09-29-18,23,2192
09-30-18,0,2489
09-30-18,1,2744
09-30-18,2,2610
09-30-18,3,1993
09-30-18,4,2634
09-30-18,5,2677
09-30-18,6,2932
09-30-18,7,3900
09-30-18,8,2971
09-30-18,9,2434
09-30-18,10,2807
09-30-18,11,2762
09-30-18,12,2223
09-30-18,13,2066
09-30-18,14,2537
09-30-18,15,2047
09-30-18,16,2181
09-30-18,17,2238
09-30-18,18,2275
09-30-18,19,2005
09-30-18,20,2605
09-30-18,21,2138
09-30-18,22,2082
09-30-18,23,2422
10-01-18,0,2879
10-01-18,1,2875
10-01-18,2,2651
10-01-18,3,2385
10-01-18,4,2905
10-01-18,5,2268
10-01-18,6,2736
10-01-18,7,3201
10-01-18,8,2904
10-01-18,9,2832
10-01-18,10,2129
10-01-18,11,2633
10-01-18,12,1941
10-01-18,13,2088
10-01-18,14,2489
10-01-18,15,2094
10-01-18,16,2350
10-01-18,17,2517
10-01-18,18,2840
10-01-18,19,2202
10-01-18,20,1942
10-01-18,21,1905
10-01-18,22,2643
10-01-18,23,2568
10-02-18,0,2704
10-02-18,1,2138
10-02-18,2,1839
10-02-18,3,2287
10-02-18,4,2509
10-02-18,5,2155
10-02-18,6,2338
10-02-18,7,2742
10-02-18,8,3282
10-02-18,9,2163
10-02-18,10,2336
10-02-18,11,1976
10-02-18,12,2469
10-02-18,13,2174
10-02-18,14,2025
10-02-18,15,2207
10-02-18,16,2555
10-02-18,17,2335
10-02-18,18,2841
10-02-18,19,2189
10-02-18,20,2239
10-02-18,21,2180
10-02-18,22,2435
10-02-18,23,2247
10-03-18,0,2451
10-03-18,1,2178
10-03-18,2,1847
10-03-18,3,2309
10-03-18,4,2894
10-03-18,5,2064
10-03-18,6,2882
10-03-18,7,3787
10-03-18,8,2555
10-03-18,9,2448
10-03-18,10,2918
10-03-18,11,2543
10-03-18,12,2848
10-03-18,13,2142
10-03-18,14,2093
10-03-18,15,2164
10-03-18,16,2684
10-03-18,17,2898
10-03-18,18,2925
10-03-18,19,2564
10-03-18,20,2845
10-03-18,21,2052
10-03-18,22,2262
10-03-18,23,2867
10-04-18,0,2193
10-04-18,1,2184
10-04-18,2,1893
10-04-18,3,2486
10-04-18,4,2355
10-04-18,5,2066
10-04-18,6,2697
10-04-18,7,3412
10-04-18,8,3080
10-04-18,9,3095
10-04-18,10,2251
10-04-18,11,2533
10-04-18,12,2292
10-04-18,13,2451
10-04-18,14,2674
10-04-18,15,2881
10-04-18,16,2422
10-04-18,17,2955
10-04-18,18,2958
10-04-18,19,2504
10-04-18,20,2150
10-04-18,21,2342
10-04-18,22,2670
10-04-18,23,2534
10-05-18,0,2942
10-05-18,1,2569
10-05-18,2,2522
10-05-18,3,2598
10-05-18,4,2428
10-05-18,5,2981
10-05-18,6,2974
10-05-18,7,3745
10-05-18,8,3419
10-05-18,9,2238
10-05-18,10,2347
10-05-18,11,2623
10-05-18,12,2545
10-05-18,13,2515
10-05-18,14,2523
10-05-18,15,2398
10-05-18,16,2473
10-05-18,17,2614
10-05-18,18,2027
10-05-18,19,2729
10-05-18,20,2579
10-05-18,21,2589
10-05-18,22,2718
10-05-18,23,2653
10-06-18,0,2873
10-06-18,1,2584
10-06-18,2,2570
10-06-18,3,2547
10-06-18,4,2833
10-06-18,5,2355
10-06-18,6,2640
10-06-18,7,3250
10-06-18,8,2917
10-06-18,9,2360
10-06-18,10,2621
10-06-18,11,2458
10-06-18,12,2819
10-06-18,13,2348
10-06-18,14,2555
10-06-18,15,2197
10-06-18,16,2847
10-06-18,17,2308
10-06-18,18,2446
10-06-18,19,2112
10-06-18,20,2155
10-06-18,21,2507
10-06-18,22,2001
10-06-18,23,2880
10-07-18,0,2007
10-07-18,1,2871
10-07-18,2,2467
10-07-18,3,2225
10-07-18,4,2431
10-07-18,5,2137
10-07-18,6,2420
10-07-18,7,2628
10-07-18,8,3165
10-07-18,9,2660
10-07-18,10,2187
10-07-18,11,1957
10-07-18,12,2277
10-07-18,13,1941
10-07-18,14,2804
10-07-18,15,2733
10-07-18,16,2526
10-07-18,17,2416
10-07-18,18,2302
10-07-18,19,2833
10-07-18,20,2813
10-07-18,21,2340
10-07-18,22,1912
10-07-18,23,2152
10-08-18,0,2294
10-08-18,1,1942
10-08-18,2,1831
10-08-18,3,2183
10-08-18,4,2191
10-08-18,5,2777
10-08-18,6,3111
10-08-18,7,3650
10-08-18,8,2690
10-08-18,9,2261
10-08-18,10,2926
10-08-18,11,2785
10-08-18,12,2331
10-08-18,13,2568
10-08-18,14,2641
10-08-18,15,2562
10-08-18,16,2897
10-08-18,17,2892
10-08-18,18,2657
10-08-18,19,2682
10-08-18,20,2747
10-08-18,21,2024
10-08-18,22,2663
10-08-18,23,2664
10-09-18,0,2199
10-09-18,1,2757
10-09-18,2,2051
10-09-18,3,2284
10-09-18,4,2103
10-09-18,5,2488
10-09-18,6,3012
10-09-18,7,2999
10-09-18,8,3012
10-09-18,9,2086
10-09-18,10,2726
10-09-18,11,1970
10-09-18,12,2414
10-09-18,13,2120
10-09-18,14,2194
10-09-18,15,2109
10-09-18,16,2248
10-09-18,17,2926
10-09-18,18,2048
10-09-18,19,2488
10-09-18,20,2361
10-09-18,21,2457
10-09-18,22,2142
10-09-18,23,2146
10-10-18,0,2918
10-10-18,1,2198
10-10-18,2,2465
10-10-18,3,1997
10-10-18,4,2630
10-10-18,5,2225
10-10-18,6,2648
10-10-18,7,2863
10-10-18,8,3485
10-10-18,9,2648
10-10-18,10,2797
10-10-18,11,2047
10-10-18,12,2519
10-10-18,13,2348
10-10-18,14,2765
10-10-18,15,2859
10-10-18,16,3001
10-10-18,17,2167
10-10-18,18,2772
10-10-18,19,2334
10-10-18,20,2845
10-10-18,21,1971
10-10-18,22,2099
10-10-18,23,2599
10-11-18,0,2233
10-11-18,1,1973
10-11-18,2,1922
10-11-18,3,2242
10-11-18,4,2071
10-11-18,5,2196
10-11-18,6,2260
10-11-18,7,3608
10-11-18,8,2995
10-11-18,9,2420
10-11-18,10,2780
10-11-18,11,2242
10-11-18,12,2184
10-11-18,13,2383
10-11-18,14,2362
10-11-18,15,2804
10-11-18,16,2843
10-11-18,17,2921
10-11-18,18,2690
10-11-18,19,2856
10-11-18,20,2303
10-11-18,21,1921
10-11-18,22,1876
10-11-18,23,2067
10-12-18,0,2961
10-12-18,1,2053
10-12-18,2,2453
10-12-18,3,2070
10-12-18,4,2148
10-12-18,5,2118
10-12-18,6,2854
10-12-18,7,3028
10-12-18,8,3187
10-12-18,9,2362
10-12-18,10,2049
10-12-18,11,2373
10-12-18,12,2400
10-12-18,13,2138
10-12-18,14,2852
10-12-18,15,2041
10-12-18,16,2177
10-12-18,17,2373
10-12-18,18,2476
10-12-18,19,2503
10-12-18,20,2066
10-12-18,21,2199
10-12-18,22,2023
10-12-18,23,2128
10-13-18,0,2892
10-13-18,1,2042
10-13-18,2,2205
10-13-18,3,2307
10-13-18,4,2110
10-13-18,5,2989
10-13-18,6,2303
10-13-18,7,2626
10-13-18,8,2551
10-13-18,9,2944
10-13-18,10,2759
10-13-18,11,1920
10-13-18,12,2063
10-13-18,13,2002
10-13-18,14,2161
10-13-18,15,2313
10-13-18,16,2952
10-13-18,17,2699
10-13-18,18,2534
10-13-18,19,2913
10-13-18,20,2087
10-13-18,21,2513
10-13-18,22,2034
10-13-18,23,2684
10-14-18,0,2647
10-14-18,1,1980
10-14-18,2,2213
10-14-18,3,2727
10-14-18,4,2924
10-14-18,5,2970
10-14-18,6,2869
10-14-18,7,3073
10-14-18,8,3228
10-14-18,9,2648
10-14-18,10,2542
10-14-18,11,2002
10-14-18,12,2336
10-14-18,13,1946
10-14-18,14,2021
10-14-18,15,2883
10-14-18,16,2716
10-14-18,17,2476
10-14-18,18,2580
10-14-18,19,2731
10-14-18,20,1969
10-14-18,21,2366
10-14-18,22,2637
10-14-18,23,2773
10-15-18,0,2210
10-15-18,1,2885
10-15-18,2,2284
10-15-18,3,2436
10-15-18,4,2024
10-15-18,5,2995
10-15-18,6,3075
10-15-18,7,3206
10-15-18,8,3027
10-15-18,9,2151
10-15-18,10,2130
10-15-18,11,2277
10-15-18,12,2153
10-15-18,13,2610
10-15-18,14,2217
10-15-18,15,2681
10-15-18,16,2969
10-15-18,17,3195
10-15-18,18,2438
10-15-18,19,2913
10-15-18,20,2195
10-15-18,21,2666
10-15-18,22,1963
10-15-18,23,2175
10-16-18,0,2533
10-16-18,1,2181
10-16-18,2,1993
10-16-18,3,2272
10-16-18,4,2176
10-16-18,5,2331
10-16-18,6,2662
10-16-18,7,3148
10-16-18,8,2710
10-16-18,9,2439
10-16-18,10,2939
10-16-18,11,1931
10-16-18,12,2289
10-16-18,13,2227
10-16-18,14,2162
10-16-18,15,2622
10-16-18,16,2921
10-16-18,17,2181
10-16-18,18,2679
10-16-18,19,2747
10-16-18,20,2132
10-16-18,21,2511
10-16-18,22,2024
10-16-18,23,2390
10-17-18,0,2971
10-17-18,1,2317
10-17-18,2,1986
10-17-18,3,2276
10-17-18,4,2054
10-17-18,5,2418
10-17-18,6,2913
10-17-18,7,3632
10-17-18,8,2648
10-17-18,9,2293
10-17-18,10,2459
10-17-18,11,2714
10-17-18,12,2780
10-17-18,13,2340
10-17-18,14,2090
10-17-18,15,2892
10-17-18,16,2352
10-17-18,17,2625
10-17-18,18,2345
10-17-18,19,2882
10-17-18,20,2084
10-17-18,21,1918
10-17-18,22,1916
10-17-18,23,2563
10-18-18,0,2687
10-18-18,1,2389
10-18-18,2,2072
10-18-18,3,2087
10-18-18,4,2310
10-18-18,5,2361
10-18-18,6,2922
10-18-18,7,2814
10-18-18,8,3343
10-18-18,9,3097
10-18-18,10,2341
10-18-18,11,2302
10-18-18,12,2868
10-18-18,13,2173
10-18-18,14,2808
10-18-18,15,2868
10-18-18,16,2361
10-18-18,17,2829
10-18-18,18,2448
10-18-18,19,2734
10-18-18,20,2608
10-18-18,21,2595
10-18-18,22,2555
10-18-18,23,2740
10-19-18,0,2955
10-19-18,1,2017
10-19-18,2,2668
10-19-18,3,1900
10-19-18,4,2471
10-19-18,5,2966
10-19-18,6,2331
10-19-18,7,3757
10-19-18,8,3246
10-19-18,9,2513
10-19-18,10,2403
10-19-18,11,2104
10-19-18,12,2645
10-19-18,13,2023
10-19-18,14,2755
10-19-18,15,2654
10-19-18,16,2321
10-19-18,17,2188
10-19-18,18,2307
10-19-18,19,2147
10-19-18,20,2863
10-19-18,21,2101
10-19-18,22,2739
10-19-18,23,2724
10-20-18,0,2349
10-20-18,1,2792
10-20-18,2,2646
10-20-18,3,2732
10-20-18,4,2604
10-20-18,5,2524
10-20-18,6,2817
10-20-18,7,3162
10-20-18,8,3389
10-20-18,9,2743
10-20-18,10,2425
10-20-18,11,2803
10-20-18,12,1919
10-20-18,13,2330
10-20-18,14,2128
10-20-18,15,1992
10-20-18,16,2853
10-20-18,17,2665
10-20-18,18,2139
10-20-18,19,2565
10-20-18,20,2073
10-20-18,21,2629
10-20-18,22,2354
10-20-18,23,2918
10-21-18,0,2507
10-21-18,1,2340
10-21-18,2,2272
10-21-18,3,2383
10-21-18,4,2583
10-21-18,5,2803
10-21-18,6,2865
10-21-18,7,3329
10-21-18,8,3458
10-21-18,9,2154
10-21-18,10,2765
10-21-18,11,2537
10-21-18,12,1953
10-21-18,13,2636
10-21-18,14,2872
10-21-18,15,2115
10-21-18,16,3008
10-21-18,17,2756
10-21-18,18,2388
10-21-18,19,2958
10-21-18,20,2705
10-21-18,21,2166
10-21-18,22,2339
10-21-18,23,2366
10-22-18,0,2883
10-22-18,1,1959
10-22-18,2,2100
10-22-18,3,2353
10-22-18,4,2937
10-22-18,5,2830
10-22-18,6,2208
10-22-18,7,3702
10-22-18,8,3439
10-22-18,9,2229
10-22-18,10,2596
10-22-18,11,2476
10-22-18,12,1942
10-22-18,13,2774
10-22-18,14,2163
10-22-18,15,2704
10-22-18,16,2286
10-22-18,17,2290
10-22-18,18,2971
10-22-18,19,2833
10-22-18,20,2902
10-22-18,21,2719
10-22-18,22,2153
10-22-18,23,2174
10-23-18,0,2698
10-23-18,1,1955
10-23-18,2,1928
10-23-18,3,2013
10-23-18,4,2036
10-23-18,5,2841
10-23-18,6,2514
10-23-18,7,3218
10-23-18,8,3214
10-23-18,9,2527
10-23-18,10,2060
10-23-18,11,2287
10-23-18,12,2097
10-23-18,13,2337
10-23-18,14,2716
10-23-18,15,2310
10-23-18,16,2543
10-23-18,17,2667
10-23-18,18,2200
10-23-18,19,2280
10-23-18,20,2231
10-23-18,21,2769
10-23-18,22,1926
10-23-18,23,2170
10-24-18,0,2737
10-24-18,1,2813
10-24-18,2,2238
10-24-18,3,2788
10-24-18,4,2583
10-24-18,5,2830
10-24-18,6,2466
10-24-18,7,3534
10-24-18,8,2512
10-24-18,9,2625
10-24-18,10,2803
10-24-18,11,2021
10-24-18,12,2800
10-24-18,13,2770
10-24-18,14,2185
10-24-18,15,2475
10-24-18,16,2745
10-24-18,17,2334
10-24-18,18,2587
10-24-18,19,2391
10-24-18,20,2572
10-24-18,21,2025
10-24-18,22,1898
10-24-18,23,2374
10-25-18,0,2787
10-25-18,1,2367
10-25-18,2,2525
10-25-18,3,2006
10-25-18,4,2881
10-25-18,5,2996
10-25-18,6,2203
10-25-18,7,2672
10-25-18,8,3203
10-25-18,9,2904
10-25-18,10,2719
10-25-18,11,2553
10-25-18,12,2757
10-25-18,13,2461
10-25-18,14,2362
10-25-18,15,2412
10-25-18,16,2202
10-25-18,17,2990
10-25-18,18,2271
10-25-18,19,2275
10-25-18,20,2576
10-25-18,21,2251
10-25-18,22,2350
10-25-18,23,2221
10-26-18,0,2958
10-26-18,1,2024
10-26-18,2,1987
10-26-18,3,1883
10-26-18,4,1983
10-26-18,5,2869
10-26-18,6,2593
10-26-18,7,3714
10-26-18,8,2581
10-26-18,9,3019
10-26-18,10,2288
10-26-18,11,2719
10-26-18,12,1947
10-26-18,13,1953
10-26-18,14,2801
10-26-18,15,2872
10-26-18,16,2682
10-26-18,17,2450
10-26-18,18,2766
10-26-18,19,2763
10-26-18,20,2481
10-26-18,21,2471
10-26-18,22,2718
10-26-18,23,2423
10-27-18,0,2717
10-27-18,1,2310
10-27-18,2,2230
10-27-18,3,2344
10-27-18,4,2085
10-27-18,5,3061
10-27-18,6,2464
10-27-18,7,3409
10-27-18,8,3302
10-27-18,9,3033
10-27-18,10,2023
10-27-18,11,2685
10-27-18,12,1921
10-27-18,13,2379
10-27-18,14,2568
10-27-18,15,2453
10-27-18,16,2437
10-27-18,17,3041
10-27-18,18,2961
10-27-18,19,2703
10-27-18,20,2632
10-27-18,21,2479
10-27-18,22,2364
10-27-18,23,2852
10-28-18,0,2174
10-28-18,1,2821
10-28-18,2,1872
10-28-18,3,2575
10-28-18,4,2000
10-28-18,5,2623
10-28-18,6,2122
10-28-18,7,3043
10-28-18,8,2655
10-28-18,9,2728
10-28-18,10,2169
10-28-18,11,2833
10-28-18,12,2071
10-28-18,13,2422
10-28-18,14,2218
10-28-18,15,2303
10-28-18,16,2295
10-28-18,17,3145
10-28-18,18,2679
10-28-18,19,2959
10-28-18,20,2419
10-28-18,21,2276
10-28-18,22,2112
10-28-18,23,2479
10-29-18,0,2094
10-29-18,1,2403
10-29-18,2,2501
10-29-18,3,2541
10-29-18,4,2946
10-29-18,5,2755
10-29-18,6,2517
10-29-18,7,2680
10-29-18,8,3232
10-29-18,9,2213
10-29-18,10,2219
10-29-18,11,1964
10-29-18,12,2126
10-29-18,13,2330
10-29-18,14,2521
10-29-18,15,2631
10-29-18,16,2963
10-29-18,17,2755
10-29-18,18,2369
10-29-18,19,2416
10-29-18,20,2452
10-29-18,21,2519
10-29-18,22,2290
10-29-18,23,2725
10-30-18,0,2623
10-30-18,1,2860
10-30-18,2,1933
10-30-18,3,2382
10-30-18,4,2164
10-30-18,5,2814
10-30-18,6,2818
10-30-18,7,2731
10-30-18,8,2787
10-30-18,9,3094
10-30-18,10,2101
10-30-18,11,2647
10-30-18,12,2831
10-30-18,13,2800
10-30-18,14,2517
10-30-18,15,2437
10-30-18,16,2672
10-30-18,17,2491
10-30-18,18,2194
10-30-18,19,2332
10-30-18,20,2636
10-30-18,21,2688
10-30-18,22,2772
10-30-18,23,2386
10-31-18,0,2118
10-31-18,1,2026
10-31-18,2,2648
10-31-18,3,2719
10-31-18,4,2051
10-31-18,5,2315
10-31-18,6,2142
10-31-18,7,3215
10-31-18,8,3401
10-31-18,9,2973
10-31-18,10,2057
10-31-18,11,2764
10-31-18,12,2207
10-31-18,13,2086
10-31-18,14,2150
10-31-18,15,2786
10-31-18,16,2689
10-31-18,17,3115
10-31-18,18,2238
10-31-18,19,2789
10-31-18,20,2301
10-31-18,21,2136
10-31-18,22,2637
10-31-18,23,2435
11-01-18,0,2385
11-01-18,1,2418
11-01-18,2,1971
11-01-18,3,1899
11-01-18,4,2012
11-01-18,5,2781
11-01-18,6,2250
11-01-18,7,3785
11-01-18,8,2634
11-01-18,9,2957
11-01-18,10,2691
11-01-18,11,2564
11-01-18,12,2528
11-01-18,13,2020
11-01-18,14,2244
11-01-18,15,2851
11-01-18,16,2413
11-01-18,17,3180
11-01-18,18,2935
11-01-18,19,2437
11-01-18,20,2874
11-01-18,21,2412
11-01-18,22,2770
11-01-18,23,2219
11-02-18,0,2321
11-02-18,1,2799
11-02-18,2,1902
11-02-18,3,2642
11-02-18,4,2838
11-02-18,5,2606
11-02-18,6,2490
11-02-18,7,3251
11-02-18,8,2952
11-02-18,9,2540
11-02-18,10,2130
11-02-18,11,2334
11-02-18,12,2611
11-02-18,13,1983
11-02-18,14,2323
11-02-18,15,2189
11-02-18,16,3030
11-02-18,17,2541
11-02-18,18,2636
11-02-18,19,2205
11-02-18,20,2852
11-02-18,21,2523
11-02-18,22,1961
11-02-18,23,2085
11-03-18,0,2568
11-03-18,1,2543
11-03-18,2,1833
11-03-18,3,2080
11-03-18,4,2389
11-03-18,5,2105
11-03-18,6,2943
11-03-18,7,2920
11-03-18,8,3364
11-03-18,9,2289
11-03-18,10,2217
11-03-18,11,2580
11-03-18,12,2763
11-03-18,13,2780
11-03-18,14,2896
11-03-18,15,2648
11-03-18,16,2590
11-03-18,17,2686
11-03-18,18,2728
11-03-18,19,2137
11-03-18,20,2008
11-03-18,21,2366
11-03-18,22,2310
11-03-18,23,2815
11-04-18,0,2512
11-04-18,1,2152
11-04-18,2,2143
11-04-18,3,2114
11-04-18,4,1992
11-04-18,5,2396
11-04-18,6,2418
11-04-18,7,3251
11-04-18,8,2784
11-04-18,9,2543
11-04-18,10,2449
11-04-18,11,2792
11-04-18,12,2822
11-04-18,13,2806
11-04-18,14,2598
11-04-18,15,2152
11-04-18,16,2316
11-04-18,17,3112
11-04-18,18,2184
11-04-18,19,2212
11-04-18,20,2670
11-04-18,21,2009
11-04-18,22,2513
11-04-18,23,2270
11-05-18,0,2607
11-05-18,1,2426
11-05-18,2,2326
11-05-18,3,2423
11-05-18,4,2216
11-05-18,5,2083
11-05-18,6,2955
11-05-18,7,3028
11-05-18,8,3486
11-05-18,9,2142
11-05-18,10,2488
11-05-18,11,1987
11-05-18,12,2825
11-05-18,13,2094
11-05-18,14,2558
11-05-18,15,2391
11-05-18,16,2637
11-05-18,17,2961
11-05-18,18,2321
11-05-18,19,2256
11-05-18,20,2472
11-05-18,21,2081
11-05-18,22,2203
11-05-18,23,2924
11-06-18,0,3007
11-06-18,1,2309
11-06-18,2,2371
11-06-18,3,2308
11-06-18,4,2265
11-06-18,5,2392
11-06-18,6,3011
11-06-18,7,2627
11-06-18,8,2734
11-06-18,9,2407
11-06-18,10,2232
11-06-18,11,2767
11-06-18,12,2610
11-06-18,13,2405
11-06-18,14,2845
11-06-18,15,2479
11-06-18,16,2681
11-06-18,17,2705
11-06-18,18,2366
11-06-18,19,2377
11-06-18,20,2240
11-06-18,21,2737
11-06-18,22,2315
11-06-18,23,2162
11-07-18,0,2977
11-07-18,1,2115
11-07-18,2,2183
11-07-18,3,2471
11-07-18,4,2018
11-07-18,5,2562
11-07-18,6,2434
11-07-18,7,3080
11-07-18,8,3635
11-07-18,9,2531
11-07-18,10,2412
11-07-18,11,2372
11-07-18,12,2023
11-07-18,13,1918
11-07-18,14,2213
11-07-18,15,2156
11-07-18,16,2221
11-07-18,17,2277
11-07-18,18,2909
11-07-18,19,2324
11-07-18,20,1964
11-07-18,21,2050
11-07-18,22,1858
11-07-18,23,2398
11-08-18,0,2567
11-08-18,1,2026
11-08-18,2,2224
11-08-18,3,2171
11-08-18,4,2211
11-08-18,5,2829
11-08-18,6,2820
11-08-18,7,2753
11-08-18,8,3109
11-08-18,9,2832
11-08-18,10,2954
11-08-18,11,2684
11-08-18,12,2731
11-08-18,13,2245
11-08-18,14,2381
11-08-18,15,2165
11-08-18,16,2822
11-08-18,17,3161
11-08-18,18,2200
11-08-18,19,2629
11-08-18,20,2605
11-08-18,21,2000
11-08-18,22,2290
11-08-18,23,2099
11-09-18,0,2740
11-09-18,1,1991
11-09-18,2,2338
11-09-18,3,2735
11-09-18,4,2843
11-09-18,5,2629
11-09-18,6,2830
11-09-18,7,3581
11-09-18,8,3134
11-09-18,9,2908
11-09-18,10,2076
11-09-18,11,2720
11-09-18,12,2648
11-09-18,13,2479
11-09-18,14,2850
11-09-18,15,2702
11-09-18,16,2989
11-09-18,17,2947
11-09-18,18,2764
11-09-18,19,1996
11-09-18,20,2115
11-09-18,21,2381
11-09-18,22,2088
11-09-18,23,2068
11-10-18,0,2067
11-10-18,1,2646
11-10-18,2,1782
11-10-18,3,2764
11-10-18,4,2219
11-10-18,5,2358
11-10-18,6,2547
11-10-18,7,3859
11-10-18,8,3062
11-10-18,9,2571
11-10-18,10,2268
11-10-18,11,2005
11-10-18,12,2855
11-10-18,13,2057
11-10-18,14,2020
11-10-18,15,2375
11-10-18,16,2765
11-10-18,17,2424
11-10-18,18,2400
11-10-18,19,2172
11-10-18,20,2861
11-10-18,21,2095
11-10-18,22,2148
11-10-18,23,2278
11-11-18,0,2218
11-11-18,1,2741
11-11-18,2,2347
11-11-18,3,2716
11-11-18,4,2419
11-11-18,5,2977
11-11-18,6,2393
11-11-18,7,3884
11-11-18,8,2583
11-11-18,9,2352
11-11-18,10,2867
11-11-18,11,1947
11-11-18,12,2139
11-11-18,13,2745
11-11-18,14,2536
11-11-18,15,2968
11-11-18,16,2313
11-11-18,17,3220
11-11-18,18,2244
11-11-18,19,2215
11-11-18,20,2479
11-11-18,21,2092
11-11-18,22,2230
11-11-18,23,2658
11-12-18,0,2927
11-12-18,1,2895
11-12-18,2,2235
11-12-18,3,1978
11-12-18,4,2885
11-12-18,5,2622
11-12-18,6,2432
11-12-18,7,2759
11-12-18,8,2795
11-12-18,9,2255
11-12-18,10,2578
11-12-18,11,2260
11-12-18,12,2699
11-12-18,13,2112
11-12-18,14,2033
11-12-18,15,2205
11-12-18,16,2380
11-12-18,17,2280
11-12-18,18,2789
11-12-18,19,2433
11-12-18,20,2179
11-12-18,21,2776
11-12-18,22,2161
11-12-18,23,2854
11-13-18,0,2887
11-13-18,1,2428
11-13-18,2,2538
11-13-18,3,2292
11-13-18,4,2685
11-13-18,5,2802
11-13-18,6,2767
11-13-18,7,3322
11-13-18,8,3021
11-13-18,9,2956
11-13-18,10,2250
11-13-18,11,2573
11-13-18,12,2627
11-13-18,13,2260
11-13-18,14,2133
11-13-18,15,2162
11-13-18,16,2865
11-13-18,17,2179
11-13-18,18,2791
11-13-18,19,2250
11-13-18,20,2547
11-13-18,21,2720
11-13-18,22,2749
11-13-18,23,2011
11-14-18,0,2720
11-14-18,1,2710
11-14-18,2,2183
11-14-18,3,2101
11-14-18,4,2331
11-14-18,5,2689
11-14-18,6,2335
11-14-18,7,3441
11-14-18,8,3338
11-14-18,9,2465
11-14-18,10,2986
